HGNC_gene,h5_sample_frequency,biotype,gene_length,exon_count,exon_length_total,unique_exon_count,unique_exon_length_total,feature
NAP1L2,15997,gene with protein product,2553.0,1.0,2553.0,1.0,2553.0,protein coding
NAP1L3,15613,gene with protein product,2649.0,3.0,5204.0,3.0,5204.0,protein coding
NAP1L4,19329,gene with protein product,47947.0,192.0,24437.0,73.0,13589.0,protein coding
NAP1L5,18090,gene with protein product,1917.0,1.0,1917.0,1.0,1917.0,protein coding
NAPA,19261,gene with protein product,27455.0,132.0,21522.0,67.0,16469.0,protein coding
NAPB,18605,gene with protein product,47001.0,61.0,18430.0,28.0,9961.0,protein coding
NAPEPLD,18619,gene with protein product,49785.0,43.0,27621.0,26.0,22574.0,protein coding
NAPG,19228,gene with protein product,26860.0,56.0,12504.0,36.0,11044.0,protein coding
NAPRT,18897,gene with protein product,3865.0,103.0,15321.0,53.0,9408.0,protein coding
NAPSA,15665,gene with protein product,7359.0,58.0,13192.0,35.0,9703.0,protein coding
NARF,19289,gene with protein product,32358.0,168.0,29542.0,79.0,17408.0,protein coding
NARS1,19226,gene with protein product,21558.0,82.0,11760.0,54.0,9129.0,protein coding
NARS2,18856,gene with protein product,139575.0,435.0,83763.0,100.0,40259.0,protein coding
NASP,19396,gene with protein product,35059.0,191.0,30210.0,75.0,17649.0,protein coding
NAT1,17846,gene with protein product,53213.0,28.0,11785.0,19.0,7652.0,protein coding
NAT2,5961,gene with protein product,9937.0,4.0,2001.0,4.0,2001.0,protein coding
NAT8,3500,gene with protein product,1700.0,2.0,1085.0,2.0,1085.0,protein coding
NAT8B,736,gene with protein product,765.0,1.0,765.0,1.0,765.0,protein coding
NAT8L,10698,gene with protein product,9763.0,3.0,6056.0,3.0,6056.0,protein coding
NAT9,19004,gene with protein product,5839.0,146.0,22584.0,70.0,14637.0,protein coding
NAT10,19067,gene with protein product,42054.0,83.0,12232.0,48.0,8133.0,protein coding
NAT14,17670,gene with protein product,2381.0,13.0,4052.0,13.0,4052.0,protein coding
NAT16,6413,gene with protein product,9798.0,14.0,6340.0,10.0,5309.0,protein coding
NATD1,17567,gene with protein product,14541.0,3.0,4931.0,3.0,4931.0,protein coding
NAV1,18663,gene with protein product,287843.0,171.0,64462.0,65.0,31894.0,protein coding
NAV2,16120,gene with protein product,770878.0,227.0,56162.0,74.0,23214.0,protein coding
NAV3,12185,gene with protein product,888370.0,201.0,43387.0,80.0,23328.0,protein coding
NAXD,18685,gene with protein product,24452.0,73.0,16759.0,29.0,10869.0,protein coding
NAXE,19058,gene with protein product,17752.0,115.0,47271.0,43.0,34216.0,protein coding
NBAS,19089,gene with protein product,394425.0,355.0,59620.0,131.0,30403.0,protein coding
NBAT1,7335,"RNA, long non-coding",13989.0,3.0,3692.0,3.0,3692.0,lncRNA
NBDY,16164,gene with protein product,89939.0,12.0,4088.0,11.0,3951.0,protein coding
NBEA,17366,gene with protein product,730753.0,903.0,203326.0,217.0,97200.0,protein coding
NBEAL1,19163,gene with protein product,211771.0,448.0,103799.0,155.0,60134.0,protein coding
NBEAL2,18724,gene with protein product,30039.0,219.0,40614.0,98.0,22769.0,protein coding
NBL1,17770,gene with protein product,61478.0,55.0,18211.0,22.0,7289.0,protein coding
NBN,19255,gene with protein product,78714.0,505.0,190256.0,96.0,66177.0,protein coding
NBPF1,18890,gene with protein product,51244.0,59.0,18046.0,54.0,17067.0,protein coding
NBPF3,17564,gene with protein product,44878.0,127.0,24268.0,64.0,14404.0,protein coding
NBPF4,1348,gene with protein product,21618.0,31.0,5593.0,18.0,3683.0,protein coding
NBPF6,1574,gene with protein product,21639.0,45.0,7475.0,20.0,4020.0,protein coding
NBPF8,3274,gene with protein product,54642.0,52.0,13115.0,50.0,12704.0,protein coding
NBPF9,18075,gene with protein product,51376.0,183.0,43288.0,54.0,21935.0,protein coding
NBPF10,17956,gene with protein product,164290.0,202.0,28071.0,160.0,22696.0,protein coding
NBPF11,17804,gene with protein product,50276.0,114.0,23672.0,40.0,11386.0,protein coding
NBPF12,18342,gene with protein product,57879.0,97.0,19899.0,41.0,10172.0,protein coding
NBPF14,18254,gene with protein product,148358.0,214.0,32482.0,92.0,15041.0,protein coding
NBPF15,17921,gene with protein product,40287.0,116.0,22991.0,38.0,10333.0,protein coding
NBPF19,15363,gene with protein product,81317.0,152.0,23377.0,121.0,19576.0,protein coding
NBPF20,17461,gene with protein product,135704.0,281.0,38338.0,146.0,21815.0,protein coding
NBPF26,14844,gene with protein product,118162.0,175.0,27512.0,57.0,11256.0,protein coding
NBR1,19296,gene with protein product,41209.0,91.0,19914.0,36.0,11822.0,protein coding
NBR2,5908,"RNA, long non-coding",28121.0,20.0,5375.0,16.0,4717.0,lncRNA
NCALD,18443,gene with protein product,438366.0,128.0,31331.0,67.0,21962.0,protein coding
NCAM1,17437,gene with protein product,317162.0,232.0,41715.0,92.0,23149.0,protein coding
NCAM2,11470,gene with protein product,544921.0,48.0,14245.0,33.0,11973.0,protein coding
NCAN,6539,gene with protein product,40276.0,28.0,9876.0,26.0,9648.0,protein coding
NCAPD2,19010,gene with protein product,38600.0,123.0,17919.0,89.0,13401.0,protein coding
NCAPD3,18794,gene with protein product,75392.0,570.0,105576.0,137.0,49089.0,protein coding
NCAPG,16582,gene with protein product,33887.0,54.0,9743.0,46.0,8468.0,protein coding
NCAPG2,18439,gene with protein product,73636.0,182.0,26467.0,77.0,12614.0,protein coding
NCAPH,17009,gene with protein product,41326.0,88.0,16222.0,42.0,10282.0,protein coding
NCAPH2,19035,gene with protein product,16557.0,111.0,13257.0,52.0,8229.0,protein coding
NCBP1,19083,gene with protein product,40081.0,39.0,7152.0,33.0,6528.0,protein coding
NCBP2,19332,gene with protein product,7193.0,43.0,18653.0,34.0,15692.0,protein coding
NCBP2AS2,17883,gene with protein product,870.0,1.0,870.0,1.0,870.0,protein coding
NCBP2L,5301,gene with protein product,20931.0,4.0,3760.0,3.0,2079.0,protein coding
NCBP3,19093,gene with protein product,44089.0,43.0,21899.0,35.0,20577.0,protein coding
NCCRP1,8322,gene with protein product,4921.0,6.0,1975.0,6.0,1975.0,protein coding
NCDN,18420,gene with protein product,9802.0,33.0,13765.0,20.0,8404.0,protein coding
NCEH1,18496,gene with protein product,80970.0,25.0,15023.0,18.0,10666.0,protein coding
NCF1,17717,gene with protein product,15305.0,66.0,10912.0,45.0,8315.0,protein coding
NCF2,17743,gene with protein product,36445.0,128.0,20159.0,47.0,9957.0,protein coding
NCF4,17562,gene with protein product,17030.0,61.0,8813.0,34.0,6096.0,protein coding
NCK1,19310,gene with protein product,89399.0,39.0,14096.0,29.0,11015.0,protein coding
NCK2,19251,gene with protein product,149363.0,23.0,8606.0,15.0,5260.0,protein coding
NCKAP1,18194,gene with protein product,129744.0,146.0,40695.0,57.0,28698.0,protein coding
NCKAP1L,18093,gene with protein product,50492.0,111.0,19283.0,68.0,14711.0,protein coding
NCKAP5,13610,gene with protein product,896676.0,55.0,16683.0,29.0,13243.0,protein coding
NCKAP5L,18357,gene with protein product,37605.0,25.0,14157.0,22.0,13603.0,protein coding
NCKIPSD,18470,gene with protein product,12521.0,60.0,12242.0,38.0,8063.0,protein coding
NCL,19441,gene with protein product,30111.0,290.0,62876.0,71.0,22972.0,protein coding
NCLN,19129,gene with protein product,24013.0,74.0,12451.0,37.0,6723.0,protein coding
NCMAP,12194,gene with protein product,53242.0,8.0,8043.0,8.0,8043.0,protein coding
NCOA1,19304,gene with protein product,279449.0,151.0,43597.0,46.0,16197.0,protein coding
NCOA2,19211,gene with protein product,294027.0,67.0,19014.0,45.0,14627.0,protein coding
NCOA3,19331,gene with protein product,154991.0,75.0,23700.0,36.0,15489.0,protein coding
NCOA4,19187,gene with protein product,25536.0,68.0,17718.0,26.0,6027.0,protein coding
NCOA5,19015,gene with protein product,28972.0,12.0,3951.0,10.0,3687.0,protein coding
NCOA6,19186,gene with protein product,136555.0,74.0,27287.0,33.0,13285.0,protein coding
NCOA7,19303,gene with protein product,150874.0,82.0,24670.0,38.0,15578.0,protein coding
NCOR1,19417,gene with protein product,189121.0,457.0,95482.0,152.0,39822.0,protein coding
NCOR2,19304,gene with protein product,243198.0,254.0,45812.0,101.0,22018.0,protein coding
NCR1,13576,gene with protein product,9993.0,43.0,7186.0,22.0,4113.0,protein coding
NCR2,3800,gene with protein product,15282.0,17.0,3279.0,11.0,2102.0,protein coding
NCR3,14668,gene with protein product,4112.0,25.0,5054.0,17.0,3288.0,protein coding
NCR3LG1,16341,gene with protein product,25542.0,11.0,8793.0,8.0,8005.0,protein coding
NCS1,14763,gene with protein product,64900.0,19.0,6488.0,13.0,5962.0,protein coding
NCSTN,19267,gene with protein product,15659.0,566.0,122780.0,96.0,36738.0,protein coding
NDC1,18816,gene with protein product,72986.0,23.0,5337.0,23.0,5337.0,protein coding
NDC80,17937,gene with protein product,45079.0,30.0,4485.0,26.0,4021.0,protein coding
NDE1,18860,gene with protein product,91425.0,169.0,52208.0,63.0,28553.0,protein coding
NDEL1,19204,gene with protein product,77281.0,89.0,20389.0,56.0,16249.0,protein coding
NDFIP1,19428,gene with protein product,45662.0,15.0,8869.0,15.0,8869.0,protein coding
NDFIP2,18836,gene with protein product,74923.0,215.0,110483.0,65.0,44231.0,protein coding
NDN,15805,gene with protein product,1906.0,1.0,1906.0,1.0,1906.0,protein coding
NDNF,10907,gene with protein product,37409.0,15.0,4943.0,11.0,4315.0,protein coding
NDOR1,17673,gene with protein product,13677.0,66.0,13173.0,34.0,9038.0,protein coding
NDP,7482,gene with protein product,24620.0,10.0,4086.0,9.0,3705.0,protein coding
NDRG1,19274,gene with protein product,64848.0,317.0,43613.0,121.0,23548.0,protein coding
NDRG2,18742,gene with protein product,54110.0,686.0,76555.0,174.0,30089.0,protein coding
NDRG3,19166,gene with protein product,94325.0,68.0,11700.0,24.0,6691.0,protein coding
NDRG4,13547,gene with protein product,50783.0,405.0,62688.0,142.0,37267.0,protein coding
NDST1,17831,gene with protein product,72394.0,44.0,15570.0,32.0,12825.0,protein coding
NDST2,16557,gene with protein product,9888.0,37.0,9273.0,25.0,7642.0,protein coding
NDST3,8634,gene with protein product,225017.0,16.0,7990.0,16.0,7990.0,protein coding
NDST4,5721,gene with protein product,286114.0,48.0,9783.0,30.0,7270.0,protein coding
NDUFA1,19340,gene with protein product,4831.0,3.0,421.0,3.0,421.0,protein coding
NDUFA2,19373,gene with protein product,9032.0,10.0,2573.0,9.0,2466.0,protein coding
NDUFA3,19273,gene with protein product,6530.0,56.0,6897.0,36.0,5166.0,protein coding
NDUFA4,19401,gene with protein product,8211.0,17.0,4431.0,16.0,4342.0,protein coding
NDUFA4L2,15258,gene with protein product,5813.0,23.0,5963.0,20.0,5724.0,protein coding
NDUFA5,19384,gene with protein product,20908.0,118.0,77322.0,50.0,35694.0,protein coding
NDUFA6,19251,gene with protein product,5359.0,8.0,2730.0,7.0,2614.0,protein coding
NDUFA7,15787,gene with protein product,12608.0,23.0,3191.0,15.0,2503.0,protein coding
NDUFA8,19239,gene with protein product,15722.0,4.0,804.0,4.0,804.0,protein coding
NDUFA9,18069,gene with protein product,45223.0,46.0,14164.0,35.0,12731.0,protein coding
NDUFA10,19378,gene with protein product,133294.0,420.0,159172.0,105.0,67104.0,protein coding
NDUFA11,18279,gene with protein product,12731.0,25.0,8585.0,19.0,7940.0,protein coding
NDUFA12,19368,gene with protein product,108452.0,50.0,14575.0,32.0,12507.0,protein coding
NDUFA13,18877,gene with protein product,13319.0,29.0,4823.0,22.0,4302.0,protein coding
NDUFAB1,19361,gene with protein product,15303.0,23.0,3416.0,17.0,2769.0,protein coding
NDUFAF1,19002,gene with protein product,22186.0,54.0,17913.0,28.0,9439.0,protein coding
NDUFAF2,19243,gene with protein product,209355.0,29.0,9949.0,23.0,9556.0,protein coding
NDUFAF3,19299,gene with protein product,3037.0,27.0,4784.0,18.0,3662.0,protein coding
NDUFAF4,19132,gene with protein product,8577.0,9.0,3586.0,9.0,3586.0,protein coding
NDUFAF5,18898,gene with protein product,36574.0,107.0,16742.0,48.0,11863.0,protein coding
NDUFAF6,19056,gene with protein product,220923.0,222.0,45079.0,104.0,30319.0,protein coding
NDUFAF7,18914,gene with protein product,21773.0,85.0,15193.0,49.0,9715.0,protein coding
NDUFAF8,18914,gene with protein product,2006.0,15.0,2835.0,15.0,2835.0,protein coding
NDUFB1,19388,gene with protein product,5796.0,20.0,4075.0,15.0,3429.0,protein coding
NDUFB2,19408,gene with protein product,32014.0,59.0,9732.0,36.0,7062.0,protein coding
NDUFB3,19343,gene with protein product,14318.0,24.0,4949.0,16.0,3513.0,protein coding
NDUFB4,19386,gene with protein product,6180.0,14.0,4190.0,14.0,4190.0,protein coding
NDUFB5,19370,gene with protein product,22958.0,69.0,18295.0,48.0,12983.0,protein coding
NDUFB6,19379,gene with protein product,20184.0,10.0,2788.0,7.0,2371.0,protein coding
NDUFB7,19386,gene with protein product,5989.0,6.0,1064.0,6.0,1064.0,protein coding
NDUFB8,16054,gene with protein product,6261.0,34.0,5666.0,26.0,4687.0,protein coding
NDUFB9,19398,gene with protein product,41548.0,62.0,36636.0,39.0,27412.0,protein coding
NDUFB10,19365,gene with protein product,2438.0,17.0,3586.0,13.0,2989.0,protein coding
NDUFB11,19290,gene with protein product,3396.0,21.0,7578.0,20.0,7353.0,protein coding
NDUFC1,19401,gene with protein product,35672.0,59.0,11104.0,26.0,5534.0,protein coding
NDUFC2,18206,gene with protein product,11566.0,13.0,5534.0,12.0,5293.0,protein coding
NDUFS1,19256,gene with protein product,44693.0,140.0,28393.0,42.0,16091.0,protein coding
NDUFS2,19364,gene with protein product,17620.0,1049.0,191991.0,144.0,48919.0,protein coding
NDUFS3,19327,gene with protein product,19227.0,60.0,17261.0,46.0,15646.0,protein coding
NDUFS4,19358,gene with protein product,122706.0,29.0,3753.0,22.0,3022.0,protein coding
NDUFS5,19417,gene with protein product,8319.0,6.0,1039.0,5.0,821.0,protein coding
NDUFS6,19387,gene with protein product,14642.0,9.0,1328.0,8.0,1274.0,protein coding
NDUFS7,19283,gene with protein product,12063.0,114.0,30762.0,53.0,20122.0,protein coding
NDUFS8,19354,gene with protein product,6028.0,67.0,11573.0,43.0,9193.0,protein coding
NDUFV1,19370,gene with protein product,6902.0,148.0,25565.0,83.0,15560.0,protein coding
NDUFV2,19264,gene with protein product,31716.0,38.0,5606.0,29.0,4798.0,protein coding
NDUFV3,19353,gene with protein product,33661.0,15.0,13241.0,14.0,13120.0,protein coding
NEAT1,19124,"RNA, long non-coding",22767.0,19.0,42013.0,18.0,39126.0,lncRNA
NEB,16146,gene with protein product,249152.0,844.0,119394.0,257.0,44060.0,protein coding
NEBL,14062,gene with protein product,513039.0,167.0,51139.0,111.0,38392.0,protein coding
NECAB1,11723,gene with protein product,167653.0,35.0,10576.0,27.0,9901.0,protein coding
NECAB2,9142,gene with protein product,34533.0,52.0,7781.0,33.0,5287.0,protein coding
NECAB3,18436,gene with protein product,17377.0,174.0,22632.0,77.0,12502.0,protein coding
NECAP1,19087,gene with protein product,20943.0,167.0,70580.0,76.0,52552.0,protein coding
NECAP2,19303,gene with protein product,19358.0,75.0,16069.0,41.0,12325.0,protein coding
NECTIN1,17559,gene with protein product,105793.0,38.0,12316.0,27.0,9735.0,protein coding
NECTIN2,17809,gene with protein product,43049.0,25.0,7666.0,18.0,6148.0,protein coding
NECTIN3,17172,gene with protein product,205493.0,45.0,13280.0,31.0,9913.0,protein coding
NECTIN4,12046,gene with protein product,18561.0,12.0,4322.0,12.0,4322.0,protein coding
NEDD1,18926,gene with protein product,46557.0,118.0,20176.0,46.0,10210.0,protein coding
NEDD4,18085,gene with protein product,166739.0,209.0,48135.0,82.0,24957.0,protein coding
NEDD4L,18594,gene with protein product,357315.0,925.0,180092.0,162.0,69028.0,protein coding
NEDD8,18536,gene with protein product,15511.0,28.0,6633.0,22.0,6237.0,protein coding
NEDD9,19307,gene with protein product,199051.0,69.0,27131.0,48.0,21420.0,protein coding
NEFH,15603,gene with protein product,11173.0,4.0,3795.0,4.0,3795.0,protein coding
NEFL,10718,gene with protein product,5767.0,5.0,5081.0,5.0,5081.0,protein coding
NEFM,11889,gene with protein product,5341.0,21.0,13905.0,18.0,12542.0,protein coding
NEGR1,15463,gene with protein product,886597.0,22.0,19536.0,18.0,19005.0,protein coding
NEIL1,18458,gene with protein product,10161.0,103.0,24666.0,69.0,18582.0,protein coding
NEIL2,18723,gene with protein product,17707.0,31.0,12298.0,18.0,7374.0,protein coding
NEIL3,14857,gene with protein product,53063.0,14.0,3891.0,14.0,3891.0,protein coding
NEK1,19094,gene with protein product,242929.0,619.0,112203.0,117.0,42657.0,protein coding
NEK2,14633,gene with protein product,16974.0,31.0,6779.0,19.0,4749.0,protein coding
NEK3,18574,gene with protein product,26959.0,91.0,13525.0,46.0,8574.0,protein coding
NEK4,18809,gene with protein product,62503.0,70.0,14925.0,30.0,8287.0,protein coding
NEK5,14379,gene with protein product,95482.0,150.0,29365.0,54.0,15990.0,protein coding
NEK6,18783,gene with protein product,95702.0,132.0,28709.0,32.0,7170.0,protein coding
NEK7,19215,gene with protein product,165427.0,44.0,8837.0,29.0,7277.0,protein coding
NEK8,18079,gene with protein product,17559.0,48.0,9665.0,38.0,7751.0,protein coding
NEK9,19168,gene with protein product,47992.0,210.0,58913.0,81.0,35306.0,protein coding
NEK10,15168,gene with protein product,262977.0,189.0,29457.0,82.0,18515.0,protein coding
NEK11,17642,gene with protein product,323616.0,176.0,27150.0,66.0,13660.0,protein coding
NELFA,19082,gene with protein product,59187.0,103.0,19525.0,51.0,12130.0,protein coding
NELFB,19064,gene with protein product,18216.0,13.0,2540.0,13.0,2540.0,protein coding
NELFCD,19273,gene with protein product,13926.0,104.0,21484.0,53.0,13498.0,protein coding
NELFE,19184,gene with protein product,6952.0,113.0,14740.0,53.0,7677.0,protein coding
NELL1,7822,gene with protein product,906136.0,113.0,18193.0,55.0,10148.0,protein coding
NELL2,17208,gene with protein product,413574.0,208.0,32068.0,74.0,14334.0,protein coding
NEMF,19389,gene with protein product,70739.0,161.0,24773.0,94.0,18043.0,protein coding
